movie_title,year,episode,song_title,artists
    nashville,2012.0,    pilot (#,    type of gurl,    rasheeda
    octopussy,1983.0,    NaN,    all time high,    john barry+rita coolidge
    atop the fourth wall,2008.0,    the backstreet project #,    larger than life,    the backstreet boys
    dr. demento ,1991.0,    NaN,    elvis is everywhere,    mojo nixon
    union square,1997.0,    unaired pilot,    semi-charmed life (lp version),    stephan jenkins+third eye blind
    heat vision and jack,1999.0,    NaN,    semi-charmed life (lp version),    third eye blind
    kinect sports: season two,2011.0,    NaN,    semi-charmed life (lp version),    third eye blind+courtesy of atlantic recording corp. by arrangement with warner music group vide...
    not bad for a girl,1995.0,    NaN,    violet,    hole
    the sisterhood of the traveling pants,2005.0,    NaN,    these days,    john ondrasik+chantal kreviazuk
    brainscan,1994.0,    NaN,    leave me alone,    butthole surfers
    unforgettable: the sweeney,2012.0,    NaN,    mouldy old dough ii,    nigel fletcher+rob woodward+lieutenant pigeon
    battlefield hardline,2015.0,    NaN,    this is radio clash,    the clash+joe strummer+mick jones+paul simonon+topper headon
    mtv pilipinas music video award ,2006.0,    NaN,    gold digger,    kanye west
    little birds,2011.0,    NaN,    september gurls (live),    alex chilton+big star
    karaoke revolution,2009.0,    NaN,    ,    kate voegele
    the vampire diaries,2009.0,    the night of the comet (#,    i get around,    dragonette
    how to lose friends & alienate people,2008.0,    NaN,    i get around (van she dub),    dan kurtz+martina sorbara+dragonette
    the goods: live hard  sell hard,2009.0,    NaN,    vehicle,    jim peterik+the ides of march
    dumb and dumber to,2014.0,    NaN,    vehicle,    jim peterik+the ides of march
    premiya muz-tv ,2008.0,    NaN,    from yesterday,    jared leto+
    house of wax,2005.0,    NaN,    i never told you what i do for a living (album version),    gerard way+mikey way+matt pelissier+frank iero+ray toro+my chemical romance+arrangement with war...
    ,2001.0,    NaN,    here in my heart,    pat genaro+lou levinson+bill borrelli+al martino
    bored to death,2009.0,    the alanon case (#,    inside out,    kaiser cartel
    porkys,2005.0,    NaN,    why don't you believe me?,    joni james
    cold case,2003.0,    the good death (#,    p.s. you rock my world,    eels
    pop liisa,1976.0,    (,    simple human kindness,    jim pembroke+wigwam
    threat,2006.0,    NaN,    fuck all,    atari teenage riot
    saturday night live,1996.0,    tom arnold/tupac shakur (#,    dip doodle (album version),    adam sandler
    xin si wang you xi,1975.0,    NaN,    love's theme,    the love unlimited orchestra
    rains in la,2013.0,    NaN,    elvis ain't dead,    scouting for girls
    welcome to the rileys,2010.0,    NaN,    the nasty song,    sylvester samuels/lil ru+lil ru
    six feet under,2001.0,    the secret (#,    bohemian sunset,    jazzanova
    one tree hill,2008.0,    our life is not a movie or maybe (#,    sheets,    damien jurado
    top of the pops,1980.0,    (,    never knew love like this before,    stephanie mills
    the september issue,2009.0,    NaN,    that home,    jason swinscoe+phil france+patrick watson+the cinematic orchestra
    the long weekend,2005.0,    NaN,    build,    paul heaton  /stan cullimore+the housemartins
    sesiones con alejandro franco,2007.0,    los tres,    olor a gas,    �lvaro henr�quez+los tres
    ghost whisperer,2008.0,    greek tragedy (#,    don't work yourself up,    tristan prettyman
    the devil and daniel johnston,2005.0,    NaN,    master of puppets,    lars ulrich+james hetfield+kirk hammett+cliff burton+metallica
    metallica through the never,2013.0,    NaN,    master of puppets,    james hetfield+lars ulrich . cliff burton+kirk hammett+metallica
    the unloved,2009.0,    NaN,    a boy like me,    patrick wolf
    my best friends wedding,1997.0,    NaN,    i say a little prayer (reggae mix),    burt bacharach+hal david+diana king
    m�lmhaus,2013.0,    NaN,    am i evil,    diamond head
    renaldo and clara,1978.0,    NaN,    ballad in plain d,    bob dylan+gordon lightfoot
    ben x,2007.0,    NaN,    insanity,    praga khan+oliver adams
    theres something about ashley: the story of headstrong,2007.0,    NaN,    so much for you (album version),    adam longlands+lauren christy+scott spock+graham edwards+ashley tisdale
    top gear,2009.0,    bolivia special (#,    sleep alone (,    bat for lashes
    the sandlot,1993.0,    NaN,    there goes my baby,    ben e. king+lover patterson+george treadwell+jerry leiber+mike stoller+the drifters
    grand theft auto iv: the ballad of gay tony,2009.0,    NaN,    watching you (oliver $ remix),    jahcoozi
    monte video,1994.0,    ostern,    sail away,    rohan heath+urban cookie collective
    the mini,2007.0,    NaN,    tech romance,    marc bianchi+her space holiday
    ,2005.0,    greatest songs of all time (#,    good vibrations,    the beach boys+mike love   / brian wilson
    pet stories,2003.0,    NaN,    good vibrations,    the brian wilson band
    vegas vacation,1997.0,    NaN,    good vibrations,    brian wilson+mike love+the beach boys
    sleepers,1996.0,    NaN,    good vibrations,    the beach boys+brian wilson+mike love
    sensation,2010.0,    NaN,    life's little tragedy,    lambchop
    the affair,2014.0,    ,    children at play,    marcia griffiths
    dance paradise,2010.0,    NaN,    hollaback girl,    gwen stefani
    the mindy project,2012.0,    san francisco bae (#,    hollaback girl,    gwen stefani
    sesiones con alejandro franco,2007.0,    jarabedepalo,    agua,    jarabe de palo
    earth,2007.0,    NaN,    un jour sur terre,    anggun
    love jones,1997.0,    NaN,    ascension (don't ever wonder),    musze+itaal shur+maxwell+arrangement with sony music licensing
    melrose place,2009.0,    shoreline (#,    release me,    agnes
    il caimano,2006.0,    NaN,    the blower's daughter,    damien rice
    the l word,2004.0,    limb from limb (#,    the blower's daughter,    damien rice
    peace one day,2004.0,    NaN,    freedom train (live),    lenny kravitz
    the wonder years,1988.0,    steady as she goes (#,    ooh  baby baby,    smokey robinson+warren moore+the miracles
    two much,1996.0,    NaN,    caribe,    michel camilo+paquito drivera+cachao+arrangement with sony music licensing
    the united states army air force band,1942.0,    NaN,    the man of the hour,    henry fillmore+the united states army air force band
    the brit awards ,2010.0,    NaN,    drumming song,    florence welch+james ford+crispin hunt+florence+the machine
    good morning  vietnam,1987.0,    NaN,    danger heartbreak dead ahead,    william stevenson+clarence paul+ivory joe hunter+the marvelettes
    from nashville with music,1995.0,    NaN,    hey joe!,    carl smith
    live at the astoria,1995.0,    NaN,    street spirit (fade out),    radiohead
    guitar hero world tour,2008.0,    NaN,    prisoner of society (album version),    chris cheney+the living end
    im with lucy,2002.0,    NaN,    golden touch,    blue states+andrew dragazis
    laskettu aika,2009.0,    NaN,    vinegar,    rauli eskolin+patric sarin+anna abreu
    the big easy,1996.0,    NaN,    don't you just know it,    huey 'piano' smith
    austin city limits,2004.0,    ryan adams/tift merritt (#,    good hearted man,    tift merritt
    no disparen al pianista,2008.0,    (#,    ulysses,    franz ferdinand
    duran duran: greatest - the videos,1999.0,    NaN,    notorious,    simon le bon+nick rhodes+john taylor+duran duran
    the perry como show,1948.0,    (#,    dear hearts and gentle people,    sammy fain+perry como+the fontane sisters
    the clothes show,1986.0,    (#,    find the time,    paul gurvitz+neil trevisick+five star
    one tree hill,2003.0,    what comes after the blues (#,    a man i'll never be,    boston
    top of the pops: the story of ,2015.0,    NaN,    dance stance (kid jensen session),    kevin rowland+dexys midnight runners
    les infid�les,2012.0,    NaN,    i know ur girlfriend hates me,    annie strand+richard x+hannah robinson
    drop zone,1994.0,    NaN,    baby please don't go (alt. tk),    big joe williams+webb wilder
    wild at heart,1990.0,    NaN,    baby please don't go (alt. tk),    big joe williams+them
    the buttercup project,2010.0,    NaN,    baby please don't go (alt. tk),    big joe williams+big bill broonzy
    northfork,2003.0,    NaN,    always late (with your kisses),    lefty frizzell+blackie crawford+arrangement with sony music licensing
    pop go the sixties!,1969.0,    NaN,    (there's) always something there to remind me,    burt bacharach+lyrics by hal david+sandie shaw
    eurovision: making your mind up,2007.0,    NaN,    flying the flag [for you] [silverstation remix],    scooch
    west,2007.0,    NaN,    falling in love with love,    david brown
    lammbock,2001.0,    NaN,    summer on the west hill,    kings of convenience
    pi�ero,2001.0,    NaN,    puerto rico - original,    eddie palmieri+ismael quintana
    the kenny everett television show,1987.0,    (#,    incommunicado (live),    marillion
    lone star,1996.0,    NaN,    fast boogie,    little walter
    it could happen to you,1994.0,    NaN,    you lied to me,    cathy dennis+shep pettibone+tony shimkin+joseph desimone+john marmora
    banda sonora,2007.0,    (#,    felicia,    gino vannelli
    the secret disco revolution,2012.0,    NaN,    love to love you baby,    pete bellotte+giorgio moroder+donna summer
    when disco ruled the world,2012.0,    NaN,    love to love you baby,    donna summer+giorgio moroder
    zoolander ,2016.0,    NaN,    love to love you baby,    giorgio moroder+pete bellotte+donna summer
    the brady bunch variety hour,1976.0,    pilot (#,    love to love you baby,    giorgio moroder+pete bellotte+donna summer+robert reed+florence henderson+barry williams
    a kiss for jed wood,2011.0,    NaN,    do you karate?,    fight like apes
    covert affairs,2010.0,    loving the alien (#,    el carretero,    the latin brothers
    wild at heart,1990.0,    NaN,    up in flames,    david lynch+angelo badalamenti+koko taylor
    the surrogate,1998.0,    NaN,    hunters of the night,    richard page+john lang+mr. mister
    great performances,1994.0,    some enchanted evening: celebrating oscar hammerstein ii (#,    all the things you are,    jerome kern+willie nelson
    eric clapton: one more car  one more rider - live on tour ,2002.0,    NaN,    bell bottom blues (live),    eric clapton
    the box,2009.0,    NaN,    bell bottom blues (live),    eric clapton+derek+the dominos  (as derek+the dominos)
    coach carter,2005.0,    NaN,    locked up,    akon
    the shield,2004.0,    back to one (#,    miles de pasajeros,    supervielle
    segundo asalto,2005.0,    NaN,    miles de pasajeros,    luciano supervielle+marcelo gamboa+guillermo fermenza+bajo fondo tango club
    for my daughters honor,1996.0,    NaN,    o what a thrill,    jesse winchester+the mavericks
    grand theft auto iv: the ballad of gay tony,2009.0,    NaN,    virtual diva,    don omar+armando rosario
    love & sex,2006.0,    NaN,    giving,    marc ford
    down from the mountain,2005.0,    NaN,    oh death,    ralph stanley
    o brother  where art thou?,2005.0,    NaN,    oh death,    ralph stanley
    pr�t-�-porter,2007.0,    NaN,    close to you (masters at work remix edit),    the brand new heavies
    the next karate kid,1994.0,    NaN,    fascination,    f.d. marchetti+tom groen+jane morgan
    the purifiers,2004.0,    NaN,    caught by the river,    doves
    so you think you can dance canada,2008.0,    top ,    sweet dream,    greg laswell
    walk hard: the dewey cox story,2007.0,    NaN,    weeping on the inside,    dan bern+mike viola+john c. reilly
    du bist nicht allein - die roy black story,1996.0,    NaN,    candy man (lp version),    fred neil+beverly ross+roy orbison
    interaktiv,2003.0,    tv allstars x-mas special,    do they know it's christmas?,    bob geldof+midge ure+tv allstars
