ASIN,Title,Price,Customer Reviews,Best Sellers Rank,Date First Available,Brand Name,Series,Item model number,Color,Processor,Processor Brand,Processor Count,Screen Size,Screen Resolution,Max Screen Resolution,Hardware Platform,Operating System,Graphics Coprocessor,Card Description,Graphics Card Ram Size,Chipset Brand,RAM,Computer Memory Type,Hard Drive,Hard Drive Interface,Hard Drive Rotational Speed,Battery Type,Average Battery Life (in hours),Product Dimensions,Item Weight
B01DLDWEI8,"Dell Latitude 7350 Intel Core M-5Y71 X2 1.2GHz 8GB 256GB SSD 13.3'' Win8.1 (Black),Dell Computers,L735023670308SA",748.95,5.0,"20,411","March 25, 2016",Dell,,L735023670308SA,,1.2 GHz,Intel,2,13.3 inches,,1920x1080,PC,Windows 8 Pro,Intel HD Graphics 5300,,,Intel,8 GB DDR3 SDRAM,DDR3 SDRAM,256 GB flash_memory_solid_state,Solid State,,,10 hours,12.6 x 9.5 x 0.8 inches,3.7 pounds
B01DLFK5U0,"Asus 15.6-Inch Laptop (Intel Dual Core Celeron N3050, 4GB RAM, 500GB Hard Drive, HD LED Backlit Display, DVD/CD Burner, HDMI, VGA, Wifi, Webcam, Windows 10), Chocolate Black,Asus,Asus 15",278.45,1.0,"5,159","March 30, 2016",Asus,Asus 15,Asus 15,Chocolate Black,1.6 GHz Intel Celeron,Intel,2,15.6 inches,1366x768,,PC,Windows 10,Intel UMA Graphics,,,intel,4 GB DDR3 SDRAM,DDR3 SDRAM,500 GB HDD 5400 rpm,Serial ATA,5400 RPM,,5 hours,15 x 10.2 x 1 inches,4.8 pounds
B01DLHNYXI,"2016 Newest HP Pavilion 17.3"" Premium High Performance Laptop PC, AMD A6-6310 Quad-Core Processor, 4GB RAM, 500GB HDD, DVD+/-RW, Webcam, WIFI, HDMI, Windows 10,hp,Pavilion 17",419.00,4.0,"6,875","January 29, 2016",HP,Pavilion 17,Pavilion 17,Black,1.8 GHz AMD A Series,AMD,4,17.3 inches,,1600 x 900,PC,Windows 10,radeon r4,,,amd,4 GB SDRAM DDR3,DDR3 SDRAM,500.00 mechanical_hard_drive,Serial ATA,5400 RPM,,5 hours,16.5 x 1.1 x 11 inches,3.6 pounds
B01DLJVNY8,"ASUS ROG GL551VW-DS71 (i7-6700HQ, 32GB RAM, 250GB SSD, NVIDIA GTX 960M 4GB, 15.6"" Full HD, Windows 10) Gaming Notebook,Asus,GL551VW-DS71",,,"18,120","March 30, 2016",EXcaliberPC,GL551VW-DS71,GL551VW-DS71,Black,2.6 GHz Intel Core i7,Intel,4,15.6 inches,1920 x1080,,PC,Microsoft Windows 10,geforce gtx 960m,dedicated,,nvidia,32 GB,SODIMM,250 GB flash_memory_solid_state,Serial ATA,,,,,6 pounds
B01DLJZ4YI,"ASUS ROG GL551VW-DS71 (i7-6700HQ, 32GB RAM, 500GB SSD, NVIDIA GTX 960M 4GB, 15.6"" Full HD, Windows 10) Gaming Notebook,Asus,GL551VW-DS71",,,"18,026","March 30, 2016",EXcaliberPC,GL551VW-DS71,GL551VW-DS71,Black,2.6 GHz Intel Core i7,Intel,4,15.6 inches,1920 x1080,,PC,Microsoft Windows 10,geforce gtx 960m,dedicated,,nvidia,32 GB,SODIMM,500 GB flash_memory_solid_state,Serial ATA,,,,,6 pounds
B01DLX0DRM,"Aorus X7 PRO V5-SLCM Camouflage 17.3"" Gaming Laptop, Core i7-6820Hk Skylake, 32GB RAM, GTX970M SLI, 1TB HDD,MA Labs,X7 PRO V5-SLCM",,3.0,"2,724","March 30, 2016",Aorus,X7 Pro,X7 PRO V5-SLCM,,2.7 GHz Intel Core i7,Intel,1,17.3 inches,,1920 x 1080 pixels,,Windows 10,geforce gtx 970m,Dedicated,,nvidia,32 GB,,1 TB flash_memory_solid_state,,7200 RPM,,,16.9 x 12 x 0.9 inches,6.6 pounds
B01DMNX5PS,"Asus X540LA-SI30205P 15.6-Inch Flagship Premium Laptop (Intel Core i3-5020U 2.2GHz Processor, 4GB DDR3, 1TB HDD, Windows 10) Silver,Asus,Asus",328.98,3.6,127,"November 16, 2015",Asus,asus,Asus,Silver,2.2 GHz Intel Core i3,Intel,2,15.6 inches,1366x768,1366x768,PC,Windows 8,integrated graphics,integrated,,Intel,4 GB SDRAM DDR3,DDR3 SDRAM,1 GB HDD 5400 rpm,Serial ATA,5400 RPM,,4.5 hours,14 x 12.5 x 1.7 inches,4.4 pounds
B01DMY99NE,"HP 17-P120WM AMD A8-7050 X2 1.8GHz 4GB 750GB DVD+/-RW 17.3'' Win10, Black (),hp,17-P120WM",498.00,,"28,637","March 30, 2016",HP,"Hp 17-p120wm 17.3"" laptop AMD A8-7050 dual core",17-P120WM,,1.8 GHz,AMD,2,17.3 inches,,1600x900,PC,Windows 10,AMD Radeon R5 Graphics,,,AMD,4 GB,DDR3 SDRAM,750 GB,Serial ATA,5400.00,,7 hours,21.5 x 13.8 x 3.5 inches,6.2 pounds
B01DN0FNS2,"HP W0S21UT#ABA Business 1012 M5-6Y54 12"" 8GB 256GB PC Laptop,Hewlett Packard,W0S21UT#ABA","1,248.00",4.0,"19,229","March 30, 2016",HP,HP Elite x2 1012,W0S21UT#ABA,Silver,2 GHz Core i7-5500U,Intel,2,12 inches,,1920x1080 pixels,PC,Windows 10,Intel HD Graphics 515,Integrated,,Intel,8 GB LPDDR3 SDRAM,,256 GB Flash Memory Solid State,Serial ATA-600,,,,18.1 x 11.7 x 3 inches,4.5 pounds
B01DN34V1O,"2016 Newest Dell Inspiron 17 5000 High Performance Laptop PC, 17.3-inch LED Backlit HD+ Display (1600 x 900), Intel Core i5-6200u 2.3GHz, 8GB DDR3L RAM, 1TB HDD, DVD±RW, Windows 7 / 10 Professional,Dell Computers,Inspiron 17 5000",648.00,3.5,234,"March 31, 2016",Dell,Inspiron 17 5000,Inspiron 17 5000,Theoretical Gray,2.3 GHz Intel Core i5,Intel,2,17.3 inches,1600x900,,PC,Windows 7 Professional,integrated_graphics,integrated,,intel,8 GB DDR3 SDRAM,DDR3 SDRAM,1 TB HDD 5400 rpm,Serial ATA,5400 RPM,,6 hours,16.4 x 11.2 x 1.1 inches,6.2 pounds
B01DNEOW8K,"Newest Asus N550JX 15-inch High Performance FHD Touchscreen Gaming Laptop, Intel Quad-Core i7-4720HQ up to 3.6GHz, NVIDIA GeForce GTX 950M, 16GB RAM, 1TB HDD, DVD, Backlit Keyboard, Windows 10,Asus,N550JX",999.00,3.4,"3,797","March 31, 2016",Asus,N550JX,N550JX,,2.6 GHz Intel Core i7,Intel,4,15.6 inches,1920x1080,1920x1080,PC,Windows 10,NVIDIA GeForce GTX 950M,,,NVIDIA,16 GB SDRAM DDR3,DDR3 SDRAM,1 TB HDD 5400 rpm,Serial ATA,,,5 hours,15.1 x 10 x 1.1 inches,6 pounds
B01DNHFDUI,"2016 NEW Edition Acer Aspire One 11 Cloudbook 11.6-inch Laptop, Intel Dual-Core Processor, 2GB RAM, 32GB EMMC, 1-year Office 365 Personal, 2 years 100GB OneDrive Storage, Bluetooth, HDMI, Windows 10,Acer-Cloudbook-32G,Cloudbook 32G",185.00,3.2,"1,578","March 31, 2016",Acer,Cloudbook 32G,Cloudbook 32G,Black,1.6 GHz Intel Celeron,Intel Celeron N3050 1.60 GHz,2,11.6 inches,1366x768,,PC,"Windows 10 Home, 32-bit",integrated_graphics,integrated,,Intel,2 GB DDR3 SDRAM,DDR3 SDRAM,32 GB eMMC,,,,7 hours,11.5 x 8 x 0.7 inches,2.5 pounds
