Title,Rating,Editor Rating,MSRP,Type,Processor Name,Processor Speed,Operating System,RAM,Graphics Card,Storage Capacity (as Tested),Storage Type,Screen Size,Resolution,Screen Type,Weight,Battery Rundown,PCMark7,PCMark 8 - Work Conventional,"3-D BENCHMARK TESTS - 3DMark06 - 1,024 x 768 - Default",3-D BENCHMARK TESTS - 3DMark06 - Native – 0X/4X,3DMark 11 Entry - 3D Benchmark Tests,3DMark 11 Extreme - 3D Benchmark Tests,3DMark - Cloud Gate,3DMark - Fire Strike Extreme,"Lost Planet 2 (DX9) - Middle quality - 1,024 x 768- AA/AF=Off/Off",Lost Planet 2 (DX9) - High quality - Native - AA/AF= 0X/4X,"Crysis - Medium quality - 1,024 x 768 - AA/AF=Off/Off",Crysis - High quality - Native - AA/AF= 0X/4X,"Heaven - Mid quality - 1,366 x 768 - AA/AF=Off/Off",Heaven - Max quality - Native - AA/AF=4X/4X:,Heaven 4.0 - Medium Quality - 1366 x 768 - Off,Heaven 4.0 - Ultra Quality - Native - 4X,"Aliens vs. Predator - Mid quality - 1,366 x 768 - AA/AF=Off/Off",Aliens vs. Predator - Max quality - Native - AA/AF=4X/4X,Valley 1.0 - Medium Quality - 1366 x 768 - Off,Valley 1.0 - Ultra Quality - Native 4X,Handbrake Multimedia Tests,Handbrake 0.9.9,CineBench 11.5 Multimedia Tests,CineBench R15,MULTIMEDIA TESTS - PhotoShop CS5,Photoshop CS6 Multimedia Tests,MobileMark 2007- Performance score,MobileMark 2007 – Standard Battery Productivity Load (hrs:min)
Acer Veriton M4618G-Ui72601W,4.00,excellent,799.00," Business, Small Business", Intel Core i7-2600, 3.4 GHz, Microsoft Windows 7 Professional, 4 GB, Intel HD Graphics 2000, 1000 GB,,,,,,, 2851,,,,,,,,,,,,,,,,,,,, 1:14 min:sec,, 6.77,, 3:04 min:sec,,,
Lenovo ThinkPad T60 Widescreen,4.00,excellent,1999.00," Business, Small Business", Intel Core 2 Duo T7200, 2 GHz, MS Windows XP Professional, 1 GB, AMD Mobility Radeon X1400, 120 GB,, 15.4 inches,, Widescreen, 5.7 lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samsung Galaxy Tab 4 10.1,3.00,good,349.99,,, 1.2 GHz, Android 4.4, 1.5 GB,, 16 GB, SSD, 10.1 inches,, IPS LCD, 1.08 lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVADirect Nano Cube,3.50,good,1999.00, Gaming, Intel Core i5-750S, 2.99 GHz, Microsoft Windows 7 Home Premium, 4 GB, AMD Radeon HD 5870, 128 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iBuypower Revolt A960 (AMD A10-6800K),4.50,excellent,899.00, Gaming, AMD A10-6800k, 4.1 GHz,, 8 GB, Nvidia GeForce GTX 760, 1000 GB, HDD, N/A inches,,,,, 3629,,,, 7711, 2728,,,,,,, 111,,,, 157, 55,,, 1:22 min:sec,, 3.57 min:sec,,, 4:40 min:sec,,
HP ProBook 6360b,3.00,good,989.00," General Purpose, Business", Intel Core i5-2540M, 2.6 GHz, Microsoft Windows 7 Professional, 4 GB, Intel HD Graphics 3000, 320 GB,, 13.3 inches, 1366 x 768, Widescreen, 4.8 lb,, 2305,, 4063, 1930,,,,, 14.9, 6.3, 17.9,,,,,,,,,, 1:45 min:sec,, 2.85,, 3:48 min:sec,,,
Acer Ferrari 1000 Series,3.50,good,," Media, Ultraportable", AMD Turion 64 X2 TL-56 Mobile, 1.8 GHz, MS Windows XP Professional, 1 GB, AMD Mobility Radeon 1150, 160 GB,, 12.1 inches,, Widescreen, 3.5 lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fujitsu LifeBook N3510,3.50,good,2099.00, Media,, 1.73 GHz, MS Windows XP Professional, 512 MB, AMD Radeon x300, 60 GB,, 15.4 inches,, Widescreen, 7.8 lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samsung N120 (12GBK),4.00,excellent,470.00," General Purpose, Ultraportable, Value, Netbook", Intel Atom N270, 1.6 GHz," MS Windows XP Professional, MS Windows XP Professional", 1 GB, Intel GMA 950, 160 GB,, 10.1 inches,, Widescreen, 2.8 lb,,,,,,,,,,,,,,,,,,,,,,,,,,,, 72, 7:57
iBuyPower Aeon ,3.50,good,5495.00, Gaming, AMD Athlon 64 FX-57, 2.8 GHz, Microsoft Windows XP Professional, 2 GB, Nvidia GeForce 7800 GTX SLI, 748 GB,, 19 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dell Inspiron 11 3000 Series 2-in-1 (3147),4.00,excellent,449.99, Value, Intel Pentium N3530, 2.16 GHz, Windows 8.1, 2 GB, Intel HD Graphics, 500 GB, HDD, 11.6 inches, 1366 x 768, Widescreen, 2.99 lb, 8:24 hrs:min,, 1712,,,,, 1564,,,,,,,, 4, 2,,, 4, 2,, 5:54 min:sec,, 123,, 12:35 min:sec,,
Maingear Vybe Super Stock,4.00,excellent,1798.00, Gaming, Intel Core i7-2600K, 4.8 GHz, Microsoft Windows 7 Home Premium, 8 GB, Nvidia GeForce GTX 560 Ti Dual SLI, 1000 GB,,,,,,, 5642,,,, 12777, 2912,,,,,,,,,,,,,,, 0:57 min:sec,, 9.2,, 2:20 min:sec,,,
Shuttle XPC M1000,3.00,good,1899.00," Multimedia, Digital Entertainment System", Intel Pentium M 740, 1.73 GHz, MS Windows XP Media Center Edition 2005, 512 MB, Nvidia GeForce 6600 LE, 250 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Falcon Northwest Mach V (Intel Core i7-3770K),4.00,excellent,4999.00, Gaming, Intel Core i7-3770K, 3.5 GHz, Microsoft Windows 7 Professional, 8 GB, Nvidia GeForce GTX 690, 3256 GB,,,,,,, 62454,,,, 23627, 10523,,,,,,,,,,,,,,, 0:53 min:sec,, 9.66,, 2:21 min:sec,,,
Sony VAIO VGC-RB44G,4.00,excellent,1250.00," Mainstream, Multimedia", Intel Pentium 4 640, 3.2 GHz, MS Windows XP Media Center Edition 2005, 1 GB, AMD Radeon x300, 250 GB,, 17 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lenovo G580,4.00,excellent,479.00, Value, Intel Core i5-3210M, 2.5 GHz, Microsoft Windows 8, 4 GB, Intel HD Graphics 4000, 500 GB, HDD, 15.6 inches, 1366 x 768, Widescreen, 5.09 lb, 4:03 hrs:min, 2615,,,, 1119, 205,,,,,,, 11,,,, 11, 6,,, 1:18 min:sec,, 2.74,,, 5:32 min:sec,,
Toshiba Qosmio G55-Q802,3.50,good,1550.00," Gaming, Media", Intel Core 2 Duo P7350, 2 GHz, Microsoft Windows Vista Home Premium, 4 GB, Nvidia GeForce 9600M GT, 500 GB,, 18.4 inches,, Widescreen, 10.8 lb,,,,, 3423,,,,,,,,,,,,,,,,,,,,,,,,
Giada Slim-N20,3.50,good,449.00," Multimedia, Nettop", Intel Atom D510, 1.66 GHz, Microsoft Windows 7 Home Premium, 2 GB, Nvidia ION, 320 GB,,,,,,,,,,,,,,,,,,,,,,,,,,, 12:19 min:sec,, 0.52,, 23:29 min:sec,,,
Barnes & Noble Nook Tablet,4.00,excellent,249.99,,, 1 GHz, Google Android 2.3 or earlier,,, 16 GB,, 7 inches,,, 14.1 oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apple PowerBook 15-inch ,4.00,excellent,2149.00," Media, Business", PowerPC G4, 1.5 GHz, Mac OS X, 512 MB, AMD Mobility Radeon 9700, 80 GB,, 15.4 inches,, Widescreen, 5.6 lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sony VAIO VGC-LV190Y,4.50,excellent,2799.99," Multimedia, All-in-one, Digital Entertainment System", Intel Core 2 Duo E8500, 3.16 GHz,, 4 GB, Nvidia GeForce 9300 M GS, 1000 GB,, 24 inches, 1920 x 1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dell Inspiron 15 (I15RV-6190 BLK),4.00,excellent,349.00, General Purpose, Intel Pentium 2117U, 1.8 GHz, Microsoft Windows 8, 4 GB, Intel HD Graphics, 500 GB, HDD, 15.6 inches, 1366 x 768, Widescreen, 5.1 lbs, 4:10 hrs:min, 2117,,,, 664, 119,,,,,,, 7,,,, 6, 5,,, 2:23 min:sec,, 1.44,,, 9:04 min:sec,,
HP Pavilion g7-1260us,3.50,good,629.99," General Purpose, Value", Intel Core i3-2330M, 2.2 GHz, Microsoft Windows 7 Home Premium, 4 GB, Intel HD Graphics 3000, 640 GB,, 17.3 inches, 1600 x 900, Widescreen, 6 lb,, 1933,, 3816, 1928,,,,, 14.3, 4.5, 19.3,,,,,,,,,, 2:21 min:sec,, 2.1,, 5:23 min:sec,,, 4:43
Apple iMac G5 (iSight),4.50,excellent,1699.00," Mainstream, Multimedia, Business, All-in-one", PowerPC G5, 2.1 GHz, Mac OS X 10.4, 512 MB, AMD Radeon x600, 250 GB,, 20 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coby Kyros MID7022-4G,,,179.99,,, 800 MHz, Google Android 2.3 or earlier,,, 4 GB,, 7 inches,,, 13.7 oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP Zbook 15,4.00,excellent,2999.00, Business, Intel Core i7-4800MQ, 2.7 GHz, Microsoft Windows 7 Professional, 16 GB, Nvidia Quadro K2100M, 532 GB," HDD, SSD", 15.6 inches, 1920 x 1080, Widescreen, 6.2 lb, 3:48 hrs:min, 5562,,,, 4187, 826,,,,,,, 36,,,, 44, 14,,, 1:51 min:sec,, 6.75 min:sec,,, 3:10 min:sec,,
Acer Aspire 5517-1643,3.00,good,449.98," General Purpose, Value, Business", AMD Athlon 64 X2 TK-42, 1.6 GHz, Microsoft Windows 7 Home Premium, 3 GB, AMD Mobility Radeon HD 3200, 250 GB,, 15.6 inches,, Widescreen, 5.5 lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 3:19
Sony Vaio L Series VPCL138FX/B,,,1999.00,, Intel Core 2 Quad Q8400S, 2.66 GHz, Microsoft Windows 7 Home Premium, 8 GB, Nvidia GeForce GT 330M,,, 2000 inches, 1920 x 1080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BFG Phobos,3.50,good,3450.00, Gaming, Intel Core i7 920, 2.8 GHz, Microsoft Windows Vista Home Premium, 6 GB, Nvidia GeForce GTX 275 SLI, 1408 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Another Svelte Portable From Sharp,3.00,good,2199.00,,, 1 GHz, MS Windows XP Professional, 256 MB,, 30 GB,, 12.1 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ViewSonic Tablet PC V1250,3.00,good,1895.00, Tablet,, 1 GHz,, 256 MB,, 30 GB,, 12.1 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lenovo ThinkPad X301,4.00,excellent,3000.00," Ultraportable, Business, Small Business", Intel Core 2 Duo U9400, 1.4 GHz, Microsoft Windows Vista Business, 2 GB, Intel GMA 4500MHD, 64 GB,, 13.3 inches,, Widescreen, 3.3 lb,,,,, NA,,,,,,,,,,,,,,,,,,,,,,, 154, 3:44
Toshiba Satellite A665D-S6051,3.00,good,800.00, General Purpose, AMD Phenom II P920, 1.6 GHz, Microsoft Windows 7 Home Premium, 4 GB, AMD Radeon HD 4225, 500 GB,, 16 inches,, Widescreen, 6.5 lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP Pavilion Slimline s3330f,4.00,excellent,950.00," Mainstream, Multimedia, Digital Entertainment System",, 2.8 GHz, Microsoft Windows Vista Home Premium, 2 GB, Nvidia GeForce 8800 GT, 500 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sony VAIO PCG-SR17K,4.00,excellent,2399.00,,,,, 128 MB,, 20 GB,, 10.4 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acer AspireRevo R3610-U9022,4.50,excellent,330.00," Mainstream, Value, Nettop", Intel Atom N230, 1.6 GHz, Microsoft Windows 7 Home Premium, 1.75 GB, Nvidia GeForce 9400M, 160 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP Pavilion dv7-2270us,3.50,good,1130.00," Media, Business", Intel Core 2 Quad Q9000, 2 GHz, Microsoft Windows 7 Home Premium, 4 GB, AMD Radeon HD 4650, 500 GB,, 17.3 inches,, Widescreen, 7.5 lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alienware Aurora ,3.50,good,2598.99, Gaming, Intel Core i7-2600K, 3.4 GHz, Microsoft Windows 7 Home Premium, 4 GB, AMD Radeon HD 6950 CrossFireX, 2000 GB,,,,,,,,,,,,,,,,,,,,,,,,,,, 1:26 min:sec,, 7.63,, 2:46 min:sec,,,
ABS Ultimate X5,4.00,excellent,2449.00,,,, Microsoft Windows XP Professional, 2 GB, Nvidia GeForce FX 5950,,, 19 inches, 1280 x 1024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acer Aspire Switch 10,4.00,excellent,429.99, Tablet, Intel Atom Z3745, 1.33 GHz," Microsoft Windows 8.1, Windows 8.1"," 2 GB, 2 GB"," Intel HD Graphics, Intel HD Graphics", 64 MB, SSD, 10.1 inches, 1366 x 768," IPS LCD, Widescreen", 2.58 lb, 7:39 hrs:min,, 1576,,,,, 1340, N/A,,,,,,, 2, 1,,, 3, 1,, 7:03 min:sec,, N/A,, N/A min:sec,,
AVADirect GT3 Core i7 Gaming System,3.50,good,1367.26, Gaming, Intel Core i7 920, 2.66 GHz, Microsoft Windows Vista Home Premium, 6 GB, AMD Radeon HD 4850, 500 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iBuyPower Bargain AMD System,3.50,good,699.00, Value, AMD Athlon 64 3000+,, Microsoft Windows XP Home, 512 MB, Integrated, 40 GB,, 17 inches, 1280 x 1024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Toshiba Satellite 1955-S801,3.00,good,,,, 2.2 GHz,, 512 MB,, 40 GB,, 16 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gateway Professional S2000,3.00,good,2637.00,,,,, 256 MB,, 40 GB,, 15 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Averatec AV1050-EB1,3.50,good,1379.00," General Purpose, Ultraportable", Intel Pentium M 733, 1.1 GHz, MS Windows XP Professional, 512 MB, Intel 82855 GME, 80 GB,, 10.6 inches,, Widescreen, 3.5 lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lenovo ThinkPad X220,4.00,excellent,1299.00," Ultraportable, Business, Small Business", Intel Core i5-2520M, 2.5 GHz, Microsoft Windows 7 Professional, 4 GB, Intel HD Graphics 3000, 320 GB,, 12.5 inches, 1366 x 768, Widescreen, 3.3 lb,,,, 4083, 3462,,,,, 15.4, 6.5, 17.8,,,,,,,,,, 2:25 min:sec,, 2.82,, 3:55 min:sec,,, 8:40
HP Pavilion x2 (10-n123dx),4.00,excellent,329.99,,, 1.44 GHz, Microsoft Windows 10, 2 GB, Intel HD Graphics, 64 GB, Flash storage, 10.1 inches,, IPS LCD, 2.55 lbs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idolian Studio 10,2.50,fair,258.00,,, 1.6 GHz, Google Android 4.1.1, 1 GB,, 16 GB, SSD, 10.1 inches,, TFT LCD, 1.29 lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acer Iconia One 7,3.00,good,129.00,,, 1.6 GHz, Google Android 4.2.2, 1 GB,, 16 GB, SSD, 7 inches,, TFT LCD, 11.29 oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASUS W5fe SideShow,3.50,good,2200.00," Media, Ultraportable", Intel Core 2 Duo T7400, 2.16 GHz, Microsoft Windows Vista Ultimate, 1.5 GB, Intel GMA 950, 160 GB,, 12.1 inches,, Widescreen, 3.9 lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eurocom D900C Phantom,3.00,good,5000.00," Gaming, Media", Intel Core 2 Extreme X6800, 2.93 GHz, MS Windows XP Professional, 2 GB, Nvidia GeForce Go 7950GTX SLI, 200 GB,, 17 inches,, Widescreen, 14.5 lb,,,,, 5795,,,,,,,,,,,,,,,,,,,,,,,,
This NetVista Is out of Sight,5.00,outstanding,2099.00,,,,, 128 MB,, 15 GB,, 15 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acer Aspire AS5250-BZ853,,,379.99,, AMD E-350, 1.6 GHz, Microsoft Windows 7 Home Premium, 2 GB,, 320 GB,, 15.6 inches, 1280 x 768, Widescreen, 5.73 lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dell Latitude 2120,3.50,good,629.00, Netbook, Intel Atom N550, 1.5 GHz," Microsoft Windows 7 Home Premium, Microsoft Windows 7 Home Premium", 2 GB, Intel GMA 3150, 250 GB,, 10.1 inches,, Widescreen, 3.17 lb,,,,,,,,,,,,,,,,,,,,,,,, 0.46,,,,, 7:02
eMachines T6532,3.50,good,600.00," Mainstream, Multimedia, Value", AMD Athlon 64 3500+, 2.2 GHz, MS Windows XP Media Center Edition 2005, 1 GB, Nvidia GeForce 6100, 200 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lenovo ThinkCentre M51,3.50,good,980.00," Mainstream, Business", Intel Pentium 4 540, 3.2 GHz, Microsoft Windows XP Professional, 1 GB, Intel GMA 900 GM, 80 GB,, 19 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lenovo ThinkPad Yoga 14,4.00,excellent,1099.00," Tablet, Business, Ultrabook", Intel Core i5-4210U, 1.7 GHz," Microsoft Windows 8.1, Windows 8.1"," 8 GB, 8 GB"," Nvidia GeForce GT 840M, Nvidia GeForce GT 840M", 1 TB, HDD, 14 inches, 1920 x 1080," IPS LCD, Widescreen", 4.2 lb, 6:13 hrs:min,, 2410,,,,, 5638, 695,,,,,,, 26, 8,,, 32, 9,, 3:20 min:sec,, 227,, 5:51 min:sec,,
HP Pavilion dm4-1165dx,4.00,excellent,779.00," General Purpose, Media", Intel Core i5-450M, 2.4 GHz, Microsoft Windows 7 Home Premium, 4 GB, Intel GMA HD, 500 GB,, 14 inches, 1366 x 768, Widescreen, 4.3 lb,,,, 2137, 1908,,,,,,,,,,,,,,,,, 2:55 min:sec,, 2.1,, 5:11 min:sec,,, 6:07
WinBook PowerSpec 6244,2.50,fair,794.00, Mainstream,,, Microsoft Windows XP Home, 512 MB, VIA KM400, 80 GB,, 17 inches, 1280 x 1024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP Pavilion p7-1225,3.00,good,589.00," Mainstream, Value", AMD A8-3820, 2.5 GHz, Microsoft Windows 7 Home Premium, 8 GB, AMD Radeon HD 6550D, 1000 GB,,,,,,, 2093,,,, 1668, 313,,,,,,,,,,,,,,, 2:29 min:sec,, 3.03,, 6:16 min:sec,,,
Averatec D1200,3.50,good,999.00," Multimedia, All-in-one, Digital Entertainment System", Intel Pentium Dual-Core E5200, 2.5 GHz, Microsoft Windows Vista Home Premium, 4 GB, Intel GMA X4500HD, 320 GB,, 25.5 inches, 1920 x 1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alienware Graphics Amplifier,3.50,good,299.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP Envy 17 3D,3.50,good,1599.00, Media, Intel Core i7-720QM, 1.6 GHz, Microsoft Windows 7 Home Premium, 6 GB, AMD Radeon HD 5850, 640 GB,, 17.3 inches,, Widescreen, 7.5 lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Toshiba Excite 10,3.50,good,599.99,,, 1.3 GHz, Google Android 3.0 or higher,,, 16 GB,, 10 inches,,, 1.32 lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Intel Redefines the Mainstream PC, Again",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC Notebook Cheetah 4 Elite+,4.00,excellent,2299.00,,, 2.2 GHz, MS Windows XP Home, 256 MB,, 30 GB,, 14.1 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP 2133 Mini-Note PC,4.00,excellent,749.00," General Purpose, Ultraportable, Value, Business, Small Business, Netbook", VIA C7-M, 1.6 GHz," Microsoft Windows Vista Business, Microsoft Windows Vista Business", 2 GB, VIA S3G Unichrome Pro, 120 GB,, 8.9 inches,, Widescreen, 3.2 lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polywell MiniBox X5800x-3D,3.00,good,2099.00," Gaming, Mainstream, Digital Entertainment System", Intel Core i7-930, 2.8 GHz, Microsoft Windows 7 Home Premium, 6 GB, Nvidia GeForce GTX 480, 2000 GB,, 23 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Motion Computing LE1600,4.00,excellent,2199.00," Business, Tablet", Intel Pentium M 758, 1.5 GHz, MS Windows XP Tablet PC Edition, 512 MB, Intel GMA 900 GM, 30 GB,, 12.1 inches,,, 3.3 lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dell XPS 13 Touch (2016),4.50,excellent,1449.99," Ultraportable, Tablet", Intel Core i5-6200U, 2.3 GHz, Windows 10, 8 GB, Intel HD Graphics 520, 256 GB, SSD, 13.3 inches, 3200 x 1800, Widescreen, 2.85 lbs, 9:02,, 2450,,,,, 5606, 379,,,,,,, 19, 2,,, 23, 2,, 2:29 min:sec,, 286,, 4:44 min:sec,,
ASUS G2S,3.00,good,1850.00," Gaming, General Purpose, Media", Intel Core 2 Duo T7500, 2.2 GHz, Microsoft Windows Vista Home Premium, 2 GB, Nvidia GeForce 8600M GT, 160 GB,, 17 inches,, Widescreen, 8.8 lb,,,,, 2677,,,,,,,,,,,,,,,,,,,,,,,, 1:27
HP Pavilion dv6-3122us,3.50,good,650.00," General Purpose, Media", AMD Turion II P540, 2.4 GHz, Microsoft Windows 7 Home Premium, 4 GB, AMD Mobility Radeon HD 4250, 500 GB,, 15.6 inches,, Widescreen, 5.35 lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asus ET2702IGTH,4.00,excellent,1899.00," Mainstream, All-in-one", Intel Core i7-4770, 3.4 GHz, Microsoft Windows 8, 8 GB, AMD Radeon HD 8890A, 2000 GB, HDD, 27 inches, 2560 x 1440,,,, 3990,,,, 6316, 1152,,,,,,,,,,,, 23,,, 0:36 min:sec,, 8.11 min:sec,,, 2:58 min:sec,,
MicronPC Millennia TS Professional,4.00,excellent,2899.00,,,,, 512 MB,, 120 GB,, 19 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Velocity Micro Vector Holiday Edition,4.50,excellent,999.00," Gaming, Mainstream, Multimedia", Intel Core i5-760, 3.6 GHz, Microsoft Windows 7 Home Premium, 4 GB, Nvidia GeForce GTX 460, 1000 GB,,,,,,,,,,,,,,,,,,,,,,,,,,, 1:34 min:sec,, 48,, 3:29 min:sec,,,
Sony VAIO VGN-SZ370P,4.00,excellent,2080.00," Ultraportable, Business, Small Business", Intel Core 2 Duo T7200, 2 GHz, MS Windows XP Professional, 2 GB, Nvidia GeForce Go 7400, 120 GB,, 13.3 inches,, Widescreen, 3.8 lb,,,,, 749,,,,,,,,,,,,,,,,,,,,,,,,
Apple iMac 27-inch (Intel Core i5-4670),4.00,excellent,1999.00," Business, All-in-one", Intel Core i5-4670, 3.4 GHz, Mac OS X, 8 GB, Nvidia GeForce GTX 775M, 1128 GB," HDD, SSD", 27 inches, 2560 x 1440,,,,,,,,,,,,,,,, 129,,,,,,,, 0:33 min:sec,, 6.19,,, 2:55 min:sec,,
Micro Express MicroFlex TB1100,4.00,excellent,1899.00,,,,, 128 MB,, 29.3 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lenovo IdeaCentre B540,,,899.00," Multimedia, All-in-one, Touchscreen All-In-One",, 3 GHz, Microsoft Windows 7 Home Premium, 8 GB,, 2000 GB,, 23 inches, 1920 x 1080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lenovo Yoga 2 13,3.50,good,999.99, Ultrabook, Intel Core i5-4200U, 1.6 GHz, Windows 8.1," 4 GB, 4 GB"," Intel HD Graphics 4400, Intel HD Graphics 4400", 516 GB," HDD, SSD", 13.3 inches, 1920 x 1080, Widescreen, 3.7 lb, 5:05 hrs:min, 3761,,,, 1746, 298,,,,,,, 18,,,, 16, 5,,, 1:23 min:sec,, 2.5,,, 5:05 min:sec,,
HP Blackbird 002,5.00,outstanding,5400.00, Gaming, Intel Core 2 Extreme QX6850, 3.6 GHz, Microsoft Windows Vista Ultimate, 2 GB, AMD Radeon HD 2900 XT CrossFire, 480 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dell Dimension 4600,3.50,good,, Business,,, Microsoft Windows XP Professional, 512 MB, Nvidia GeForce FX 5200, 120 GB,, 17 inches, 1280 x 1024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acer Aspire 7736Z-4809,3.00,good,550.00," General Purpose, Media", Intel Pentium Dual Core T4300, 2.1 GHz, Microsoft Windows 7 Home Premium, 4 GB, Intel GMA 4500MHD, 320 GB,, 17.3 inches,, Widescreen, 7.05 lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP G60-630us,2.50,fair,649.98," General Purpose, Value", Intel Pentium Dual Core T4400, 2.2 GHz, Microsoft Windows 7 Home Premium, 3 GB, Intel GMA 4500MHD, 320 GB,, 15.6 inches,, Widescreen, 6.2 lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 3:30
Gateway GT5685E,3.50,good,900.00," Mainstream, Multimedia, Value", Intel Core 2 Duo E4600, 2.4 GHz, Microsoft Windows Vista Home Premium, 4 GB, Nvidia GeForce 7100, 500 GB,, 22 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samsung 300U1A-A01,3.50,good,699.99," Ultraportable, Consumer Ultra-Low Voltage", Intel Core i3-2357M, 1.3 GHz, Microsoft Windows 7 Home Premium, 4 GB, Intel HD Graphics 3000, 320 GB,, 11.6 inches, 1366 x 768, Widescreen, 2.69 lb,, 1534,, 3258, 1686,,,,,,,,,,,,,,,,, 3:49 min:sec,, 1.27,, 8:58 min:sec,, 100, 3:38
Dell Latitude X300,4.00,excellent,2533.00, Ultraportable,, 1.2 GHz, MS Windows XP Professional,,, 40 GB,, 12 inches,,, 3 lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP Pavilion dv6-1230us,3.00,good,799.99, Media, Intel Core 2 Duo P6500, 2.1 GHz, Microsoft Windows Vista Home Premium, 4 GB, Intel GMA 945 GM, 320 GB,, 15.6 inches,, Widescreen, 7.12 lb,,,,, 975,,,,,,,,,,,,,,,,,,,,,,,,
Dell Inspiron Mini 10v,3.50,good,299.00," Value, Netbook", Intel Atom N270, 1.6 GHz," Microsoft Windows XP Home, Microsoft Windows XP Home", 1 GB, Intel GMA 945 GM, 160 GB,, 10.1 inches,, Standard, 2.5 lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sony VAIO VGC-RA842G,4.50,excellent,2800.00," Mainstream, Multimedia", Intel Pentium D 830, 3 GHz, MS Windows XP Media Center Edition 2005, 1 GB, Nvidia GeForce 6600, 500 GB,, 20.1 inches, 1600 x 1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fujitsu Stylistic ST5010D,3.00,good,2249.00, Tablet,, 1 GHz, MS Windows XP Tablet PC Edition, 256 MB,, 60 GB,, 12.1 inches,,, 3.4 lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
